id,full_name,owner,repo_name,html_url,created_at,updated_at,pushed_at,size,language,forks_count,stargazers_count,watchers_count,has_issues,archived,disabled,fork,num_contributors,sbom_flag,exclusion_reason,num_commits,num_buggy_commits,lifetime_days,num_languages,num_stars,main_language,num_files,num_methods,num_buggy_files,num_buggy_methods,num_bugs
100,apache#echarts,apache,echarts,https://github.com/apache/echarts,2013-04-03T03:18:59Z,2025-06-02T11:52:55Z,2025-06-01T19:03:45Z,442312,TypeScript,19734,63652,63652,True,False,False,False,238,True,,9604,1999,4383,2,63652,JavaScript,822,13947,1024,5997,19
101,apache#bigtop,apache,bigtop,https://github.com/apache/bigtop,2011-08-04T16:09:56Z,2025-05-31T14:26:14Z,2025-05-31T14:26:09Z,23199,Groovy,527,643,643,False,False,False,False,144,True,,3161,2936,5069,7,643,Groovy,398,1628,5365,1593,4424
102,apache#royale-asjs,apache,royale-asjs,https://github.com/apache/royale-asjs,2013-05-16T07:00:17Z,2025-05-18T00:05:00Z,2025-05-18T00:04:57Z,415506,ActionScript,117,376,376,True,False,False,False,43,True,,13822,797,4567,4,376,ActionScript,4580,4316,3275,65,0
103,apache#pulsar-client-cpp,apache,pulsar-client-cpp,https://github.com/apache/pulsar-client-cpp,2022-09-29T01:10:49Z,2025-05-28T11:45:24Z,2025-05-28T11:45:18Z,35697,C++,68,58,58,True,False,False,False,132,True,,1043,1035,3031,3,58,C++,224,4329,693,4329,0
104,apache#deltaspike,apache,deltaspike,https://github.com/apache/deltaspike,2013-06-04T07:00:12Z,2025-04-14T11:49:12Z,2025-04-10T09:27:49Z,79844,Java,134,150,150,False,False,False,False,61,True,,2678,2047,4857,2,150,Java,1715,7120,3407,6801,1389
105,apache#fluo,apache,fluo,https://github.com/apache/fluo,2013-06-19T20:14:05Z,2025-05-08T22:46:25Z,2025-05-08T22:46:21Z,28313,Java,74,188,188,True,False,False,False,27,True,,1028,737,4341,2,188,Java,295,3416,1061,3211,0
106,apache#commons-exec,apache,commons-exec,https://github.com/apache/commons-exec,2011-10-15T07:00:08Z,2025-05-30T17:58:11Z,2025-05-30T17:58:14Z,3885,Java,87,152,152,False,False,False,False,23,True,,1489,365,7245,1,152,Java,67,685,89,432,0
107,apache#ant-ivy,apache,ant-ivy,https://github.com/apache/ant-ivy,2014-05-28T07:00:08Z,2025-05-02T04:15:50Z,2025-04-29T21:44:21Z,78257,Java,112,71,71,False,False,False,False,20,True,,3081,1227,7257,3,71,Java,668,8990,3314,8451,0
108,apache#maven-surefire,apache,maven-surefire,https://github.com/apache/maven-surefire,2010-08-12T03:32:41Z,2025-05-30T23:15:33Z,2025-05-30T23:15:30Z,83874,Java,546,434,434,True,False,False,False,147,True,,3480,1389,7791,2,434,Java,1495,12239,3927,11161,0
109,apache#doris,apache,doris,https://github.com/apache/doris,2017-08-10T12:13:30Z,2025-06-02T13:10:16Z,2025-06-02T09:16:19Z,2082156,Java,3439,13735,13735,True,False,False,False,338,True,,25821,25612,2855,16,13735,Java,17832,138591,54056,137001,3
110,apache#hop,apache,hop,https://github.com/apache/hop,2019-09-24T10:48:12Z,2025-06-02T10:13:45Z,2025-06-02T14:22:49Z,709749,Java,377,1151,1151,True,False,False,False,85,True,,8214,6799,2078,3,1151,Java,4097,65133,35237,59112,3145
111,apache#qpid-broker-j,apache,qpid-broker-j,https://github.com/apache/qpid-broker-j,2017-04-19T07:00:07Z,2025-04-30T13:49:54Z,2025-04-30T13:49:50Z,422425,Java,46,58,58,False,False,False,False,26,True,,9232,7301,6833,4,58,Java,3343,71136,13242,68586,8588
112,apache#opendal,apache,opendal,https://github.com/apache/opendal,2022-02-14T05:18:44Z,2025-06-02T13:36:03Z,2025-06-02T04:37:04Z,101996,Rust,596,4144,4144,True,False,False,False,278,True,,3537,3532,1206,19,4144,Rust,960,4127,3150,4126,0
113,apache#cordova-plugin-geolocation,apache,cordova-plugin-geolocation,https://github.com/apache/cordova-plugin-geolocation,2013-06-22T07:00:16Z,2025-05-07T03:44:01Z,2025-04-26T17:37:25Z,666,JavaScript,668,635,635,True,False,False,False,56,True,,356,212,4406,2,635,JavaScript,7,400,76,94,0
114,apache#arrow,apache,arrow,https://github.com/apache/arrow,2016-02-17T08:00:23Z,2025-06-02T13:13:15Z,2025-06-02T13:13:10Z,710399,C++,3726,15524,15524,True,False,False,False,368,True,,17641,17323,4020,12,15524,C++,2920,87780,13907,87637,18291
115,apache#uima-uimaj,apache,uima-uimaj,https://github.com/apache/uima-uimaj,2013-11-29T08:00:16Z,2025-01-23T08:02:10Z,2025-02-17T16:31:31Z,248488,Java,37,64,64,True,False,False,False,13,True,,9021,6610,6656,3,64,Java,2177,23305,9571,23085,6481
116,apache#hbase,apache,hbase,https://github.com/apache/hbase,2014-05-23T07:00:07Z,2025-06-02T09:28:50Z,2025-06-02T09:33:25Z,973616,Java,3349,5347,5347,False,False,False,False,268,True,,20584,19423,6638,9,5347,Java,5375,132402,15798,132325,29142
117,apache#apisix-dashboard,apache,apisix-dashboard,https://github.com/apache/apisix-dashboard,2019-07-01T09:50:11Z,2025-06-02T13:57:36Z,2025-06-02T07:29:30Z,12590,TypeScript,556,1077,1077,True,False,False,False,104,True,,1150,1064,2166,1,1077,TypeScript,173,1609,1879,1486,0
118,apache#logging-log4net,apache,logging-log4net,https://github.com/apache/logging-log4net,2017-04-26T07:00:06Z,2025-06-01T09:10:35Z,2025-05-26T18:30:43Z,32812,C#,334,893,893,True,False,False,False,21,True,,1596,483,7805,4,893,C#,366,2254,1660,1952,0
119,apache#aries,apache,aries,https://github.com/apache/aries,2009-09-30T08:00:10Z,2025-05-30T18:14:23Z,2025-05-30T18:14:21Z,142630,Java,158,115,115,False,False,False,False,33,True,,6471,3368,5727,3,115,Java,1809,20333,8474,16884,2171
120,apache#incubator-teaclave-java-tee-sdk,apache,incubator-teaclave-java-tee-sdk,https://github.com/apache/incubator-teaclave-java-tee-sdk,2022-11-01T03:21:43Z,2025-06-02T09:36:51Z,2025-06-02T09:36:47Z,8324,Java,16,55,55,True,False,False,False,3,True,,73,1,1256,2,55,Java,193,841,0,0,0
121,apache#flink-kubernetes-operator,apache,flink-kubernetes-operator,https://github.com/apache/flink-kubernetes-operator,2022-02-10T05:00:35Z,2025-05-29T07:21:41Z,2025-05-28T09:26:22Z,64219,Java,468,884,884,False,False,False,False,127,True,,968,795,1230,5,884,Java,469,4037,1083,3993,0
122,apache#tika,apache,tika,https://github.com/apache/tika,2009-05-21T02:12:11Z,2025-06-02T07:10:30Z,2025-06-02T12:33:16Z,177420,Java,821,3019,3019,False,False,False,False,137,True,,9440,6506,6641,9,3019,Java,1772,16030,11709,15894,4426
123,apache#james-project,apache,james-project,https://github.com/apache/james-project,2015-07-11T07:00:06Z,2025-06-02T07:48:44Z,2025-06-02T02:15:51Z,593221,Java,479,939,939,False,False,False,False,99,True,,16544,13544,6821,6,939,Java,6471,76022,18152,74705,4058
124,apache#apisix-docker,apache,apisix-docker,https://github.com/apache/apisix-docker,2019-06-04T01:07:54Z,2025-05-31T13:53:58Z,2025-04-18T02:47:13Z,0,Dockerfile,475,779,779,True,False,False,False,76,True,,288,267,2145,0,779,Unknown,0,0,103,0,0
125,apache#httpcomponents-client,apache,httpcomponents-client,https://github.com/apache/httpcomponents-client,2009-05-21T01:43:06Z,2025-05-30T14:02:17Z,2025-05-30T14:02:13Z,81699,Java,980,1489,1489,False,False,False,False,99,True,,400,118,981,1,1489,Java,819,13858,251,2851,2284
126,apache#amoro,apache,amoro,https://github.com/apache/amoro,2022-07-14T01:54:10Z,2025-06-01T18:06:37Z,2025-05-30T15:32:54Z,274683,Java,334,976,976,True,False,False,False,99,True,,1608,1570,1052,6,976,Java,1632,32596,13330,32264,0
127,apache#commons-logging,apache,commons-logging,https://github.com/apache/commons-logging,2009-05-21T08:42:09Z,2025-05-26T03:18:16Z,2025-05-20T21:32:04Z,6504,Java,133,153,153,False,False,False,False,36,True,,1853,440,8708,1,153,Java,81,938,101,470,193
128,apache#grails-data-mapping,apache,grails-data-mapping,https://github.com/apache/grails-data-mapping,2013-09-25T11:27:04Z,2025-04-22T14:35:50Z,2025-04-22T14:35:45Z,0,,199,226,226,True,False,False,False,179,True,,15274,3462,5542,0,226,Unknown,0,8570,5349,4346,0
129,apache#syncope,apache,syncope,https://github.com/apache/syncope,2014-10-23T07:00:10Z,2025-05-31T08:20:46Z,2025-05-30T10:08:28Z,277613,Java,190,292,292,False,False,False,False,43,True,,8873,3679,5516,4,292,Java,3263,39567,19937,37024,1882
130,apache#bigtop-manager,apache,bigtop-manager,https://github.com/apache/bigtop-manager,2024-06-01T05:06:06Z,2025-05-30T06:46:05Z,2025-05-30T06:46:01Z,36920,Java,38,84,84,False,False,False,False,15,True,,205,205,362,5,84,Java,818,3019,1793,3019,0
131,apache#commons-imaging,apache,commons-imaging,https://github.com/apache/commons-imaging,2013-07-11T07:00:17Z,2025-05-30T17:58:43Z,2025-05-30T17:58:42Z,42243,Java,196,455,455,False,False,False,False,43,True,,2961,763,6446,1,455,Java,626,4510,874,3071,380
132,apache#logging-log4j2,apache,logging-log4j2,https://github.com/apache/logging-log4j2,2013-06-12T07:00:19Z,2025-06-02T10:39:58Z,2025-06-02T11:01:29Z,209392,Java,1674,3484,3484,True,False,False,False,226,True,,14541,5307,5501,4,3484,Java,2564,23585,9014,20187,3988
133,apache#nifi,apache,nifi,https://github.com/apache/nifi,2014-12-12T08:00:05Z,2025-06-02T13:25:45Z,2025-06-02T13:25:38Z,910658,Java,2808,5351,5351,False,False,False,False,307,True,,10774,10341,3832,8,5351,Java,9298,88665,39867,87245,2564
134,apache#activemq-nms-amqp,apache,activemq-nms-amqp,https://github.com/apache/activemq-nms-amqp,2017-03-04T08:00:06Z,2025-04-26T15:24:36Z,2025-04-26T15:25:58Z,42445,C#,31,54,54,False,False,False,False,12,True,,213,174,4152,2,54,C#,270,3426,535,3417,648
135,apache#hertzbeat,apache,hertzbeat,https://github.com/apache/hertzbeat,2022-02-04T14:48:56Z,2025-06-02T13:06:09Z,2025-06-02T14:07:29Z,93189,Java,1126,6307,6307,True,False,False,False,248,True,,2410,2103,1303,6,6307,Java,1380,6046,7060,5916,0
136,apache#openmeetings,apache,openmeetings,https://github.com/apache/openmeetings,2015-03-13T07:00:05Z,2025-06-01T19:23:35Z,2025-05-22T08:08:58Z,79523,Java,263,656,656,True,False,False,False,17,True,,3766,3180,3462,2,656,Java,899,13391,2571,13380,2793
137,apache#openoffice,apache,openoffice,https://github.com/apache/openoffice,2013-11-13T08:00:13Z,2025-06-02T00:49:02Z,2025-06-02T01:18:19Z,4744604,C++,334,1034,1034,False,False,False,False,29,True,,9085,1085,5105,19,1034,C++,19358,249747,24392,116916,199
138,apache#datasketches-hive,apache,datasketches-hive,https://github.com/apache/datasketches-hive,2015-06-30T00:22:28Z,2025-02-24T00:45:35Z,2025-02-24T00:46:07Z,12869,Java,22,50,50,True,False,False,False,7,True,,318,61,3527,1,50,Java,183,566,4,17,13
139,apache#commons-scxml,apache,commons-scxml,https://github.com/apache/commons-scxml,2015-07-10T07:00:05Z,2025-05-30T02:00:31Z,2025-05-30T02:00:27Z,14554,Java,50,55,55,False,False,False,False,14,True,,1998,666,7232,2,55,Java,186,2902,741,2408,288
140,apache#cordova-plugin-media-capture,apache,cordova-plugin-media-capture,https://github.com/apache/cordova-plugin-media-capture,2013-06-22T07:00:17Z,2025-05-20T12:03:52Z,2025-02-26T06:59:05Z,1675,JavaScript,499,310,310,True,False,False,False,55,True,,375,251,4341,2,310,JavaScript,18,515,154,208,0
141,apache#maven-deploy-plugin,apache,maven-deploy-plugin,https://github.com/apache/maven-deploy-plugin,2017-12-09T15:06:15Z,2025-05-22T15:16:23Z,2025-05-22T15:16:20Z,1543,Java,70,66,66,True,False,False,False,38,True,,526,201,7398,2,66,Java,50,265,331,260,0
142,apache#nuttx,apache,nuttx,https://github.com/apache/nuttx,2019-12-14T23:27:55Z,2025-06-02T08:08:14Z,2025-06-02T07:01:08Z,2517212,C,1325,3338,3338,True,False,False,False,318,True,,58583,1728,6682,6,3338,C,9562,52972,21445,19614,19
143,apache#yunikorn-core,apache,yunikorn-core,https://github.com/apache/yunikorn-core,2019-06-13T15:18:08Z,2025-05-30T12:31:45Z,2025-05-07T00:40:21Z,57623,Go,247,932,932,False,False,False,False,68,True,,1076,905,2224,1,932,Go,215,6189,413,3088,3070
144,apache#incubator-seata-go,apache,incubator-seata-go,https://github.com/apache/incubator-seata-go,2020-04-10T09:20:34Z,2025-06-02T13:11:19Z,2025-06-02T13:11:15Z,31855,Go,297,1612,1612,True,False,False,False,53,True,,321,271,1126,2,1612,Go,362,1403,562,1135,0
145,apache#age,apache,age,https://github.com/apache/age,2020-07-01T06:15:47Z,2025-06-02T03:29:27Z,2025-05-18T09:56:40Z,57182,C,431,3583,3583,True,False,False,False,85,True,,764,386,2268,10,3583,C,178,1782,356,1460,98
146,apache#linkis,apache,linkis,https://github.com/apache/linkis,2019-07-23T06:41:51Z,2025-05-31T04:14:06Z,2025-05-28T18:02:49Z,274889,Java,1165,3371,3371,True,False,False,False,156,True,,4238,2141,2115,8,3371,Java,4816,19155,13642,17085,0
147,apache#mina-ftpserver,apache,mina-ftpserver,https://github.com/apache/mina-ftpserver,2019-01-12T09:33:20Z,2025-04-24T12:57:47Z,2025-04-04T21:49:39Z,20813,Java,35,54,54,True,False,False,False,8,True,,1061,248,7941,2,54,Java,336,4228,687,2571,0
148,apache#ambari,apache,ambari,https://github.com/apache/ambari,2011-09-23T07:00:08Z,2025-06-02T07:41:13Z,2025-05-30T00:05:36Z,1023957,Java,1723,2226,2226,False,False,False,False,173,True,,25058,24521,5004,13,2226,Java,6667,92625,37982,91987,26193
149,apache#cordova-js,apache,cordova-js,https://github.com/apache/cordova-js,2012-11-28T08:00:22Z,2025-05-22T05:23:36Z,2025-05-22T05:24:42Z,2501,JavaScript,830,636,636,True,False,False,False,70,True,,2027,565,4948,1,636,JavaScript,39,1367,774,804,0
150,apache#tika-docker,apache,tika-docker,https://github.com/apache/tika-docker,2020-01-08T22:06:03Z,2025-06-02T11:10:02Z,2025-06-02T12:54:08Z,0,Shell,77,188,188,False,False,False,False,12,True,,133,33,1971,0,188,Unknown,0,0,12,0,0
151,apache#unomi,apache,unomi,https://github.com/apache/unomi,2015-11-24T08:00:05Z,2025-05-30T16:15:18Z,2025-03-20T15:40:58Z,50836,Java,134,307,307,False,False,False,False,46,True,,2653,1629,3974,3,307,Java,737,8224,3439,7675,884
152,apache#servicecomb-service-center,apache,servicecomb-service-center,https://github.com/apache/servicecomb-service-center,2017-05-18T09:53:58Z,2025-05-09T09:11:10Z,2025-05-09T10:50:44Z,72103,Go,342,1343,1343,True,False,False,False,50,True,,1551,1050,2643,4,1343,Go,805,18632,5110,10991,0
153,apache#curator,apache,curator,https://github.com/apache/curator,2014-03-03T08:00:07Z,2025-05-23T02:13:33Z,2025-04-21T10:24:30Z,55854,Java,1247,3140,3140,True,False,False,False,121,True,,2870,812,5029,3,3140,Java,709,7033,952,4077,724
154,apache#incubator-teaclave-trustzone-sdk,apache,incubator-teaclave-trustzone-sdk,https://github.com/apache/incubator-teaclave-trustzone-sdk,2019-01-25T22:56:42Z,2025-06-02T13:55:54Z,2025-05-26T06:10:02Z,12692,Rust,65,238,238,True,False,False,False,16,True,,519,53,2323,1,238,Rust,199,423,803,166,0
155,apache#datasketches-java,apache,datasketches-java,https://github.com/apache/datasketches-java,2015-06-30T01:05:21Z,2025-05-29T18:21:03Z,2025-05-23T23:04:44Z,101578,Java,214,910,910,True,False,False,False,20,True,,3348,471,3571,1,910,Java,590,12523,94,1286,0
156,apache#nifi-minifi-cpp,apache,nifi-minifi-cpp,https://github.com/apache/nifi-minifi-cpp,2016-04-21T07:00:06Z,2025-05-29T18:08:21Z,2025-05-20T16:53:48Z,119140,C++,94,155,155,False,False,False,False,35,True,,1886,1873,3326,6,155,C++,968,52124,10252,52124,2564
157,apache#maven-resources-plugin,apache,maven-resources-plugin,https://github.com/apache/maven-resources-plugin,2017-12-09T15:14:54Z,2025-04-11T12:24:08Z,2025-05-20T21:04:00Z,1575,Java,30,55,55,True,False,False,False,27,True,,543,184,7688,2,55,Java,31,228,190,210,0
158,apache#kafka,apache,kafka,https://github.com/apache/kafka,2011-08-15T18:06:16Z,2025-06-02T14:10:59Z,2025-06-02T14:10:51Z,1063088,Java,14410,30196,30196,False,False,False,False,350,True,,15875,15238,5057,5,30196,Java,6054,99326,10976,99010,18111
159,apache#juneau,apache,juneau,https://github.com/apache/juneau,2016-08-02T07:00:07Z,2025-05-23T10:05:14Z,2025-05-23T10:05:12Z,293516,Java,38,83,83,True,False,False,False,15,True,,3600,534,3231,2,83,Java,2126,63692,2986,26330,263
160,apache#commons-fileupload,apache,commons-fileupload,https://github.com/apache/commons-fileupload,2011-10-15T07:00:07Z,2025-06-01T05:55:10Z,2025-06-01T05:55:06Z,6621,Java,181,245,245,False,False,False,False,45,True,,1937,564,8469,1,245,Java,93,1237,245,853,354
161,apache#hadoop,apache,hadoop,https://github.com/apache/hadoop,2014-08-28T07:00:08Z,2025-06-01T20:14:15Z,2025-05-30T10:24:47Z,2111660,Java,9046,15109,15109,False,False,False,False,301,True,,27837,27314,5861,9,15109,Java,13382,208153,40881,208092,7179
162,apache#celix,apache,celix,https://github.com/apache/celix,2014-08-09T07:00:07Z,2025-05-09T05:57:57Z,2025-05-08T01:17:11Z,86138,C,92,175,175,True,False,False,False,27,True,,4790,1901,5263,5,175,C,471,8422,4101,6017,469
163,apache#manifoldcf,apache,manifoldcf,https://github.com/apache/manifoldcf,2012-06-22T07:00:16Z,2025-05-12T11:02:48Z,2025-05-12T11:02:44Z,245497,Java,64,78,78,False,False,False,False,15,True,,5244,3769,5599,4,78,Java,1527,24114,5738,12207,1771
164,apache#pinot,apache,pinot,https://github.com/apache/pinot,2014-05-19T23:27:48Z,2025-06-02T04:38:26Z,2025-06-02T12:14:14Z,655012,Java,1384,5792,5792,True,False,False,False,367,True,,13426,11650,3871,8,5792,Java,4909,91806,19786,86977,15
165,apache#shardingsphere-elasticjob,apache,shardingsphere-elasticjob,https://github.com/apache/shardingsphere-elasticjob,2015-09-11T11:28:52Z,2025-05-28T13:11:33Z,2025-01-10T07:56:34Z,23016,Java,3280,8191,8191,True,False,False,False,111,True,,2464,1099,3632,2,8191,Java,569,9484,7007,7331,0
166,apache#horaedb,apache,horaedb,https://github.com/apache/horaedb,2022-05-26T06:22:14Z,2025-05-30T12:28:22Z,2025-05-26T07:55:23Z,4273,Rust,217,2752,2752,True,False,False,False,41,True,,1281,1248,1067,2,2752,Rust,34,4848,2228,4711,0
167,apache#couchdb,apache,couchdb,https://github.com/apache/couchdb,2009-05-21T02:03:38Z,2025-06-02T02:34:45Z,2025-06-02T13:38:14Z,258541,Erlang,1055,6544,6544,True,False,False,False,182,True,,14012,3562,6272,10,6544,Erlang,956,20866,2117,11846,3292
168,apache#maven-compiler-plugin,apache,maven-compiler-plugin,https://github.com/apache/maven-compiler-plugin,2017-12-09T15:05:42Z,2025-06-01T18:35:19Z,2025-06-01T18:35:16Z,7195,Java,174,216,216,True,False,False,False,67,True,,944,355,7747,3,216,Java,333,692,683,614,0
169,apache#incubator-kie-optaplanner-quickstarts,apache,incubator-kie-optaplanner-quickstarts,https://github.com/apache/incubator-kie-optaplanner-quickstarts,2020-08-19T07:56:31Z,2025-05-15T14:16:08Z,2025-04-28T22:19:17Z,16260,Java,158,326,326,True,False,False,False,20,True,,431,181,1113,3,326,Java,240,1454,840,1311,0
170,apache#commons-dbutils,apache,commons-dbutils,https://github.com/apache/commons-dbutils,2013-07-12T07:00:18Z,2025-05-26T00:14:02Z,2025-05-20T21:34:25Z,8398,Java,182,381,381,False,False,False,False,27,True,,1409,388,7886,1,381,Java,96,1272,132,914,152
171,apache#pulsar-client-reactive,apache,pulsar-client-reactive,https://github.com/apache/pulsar-client-reactive,2022-09-07T17:29:14Z,2025-05-27T08:23:06Z,2025-05-27T08:23:01Z,9003,Java,21,62,62,True,False,False,False,5,True,,171,163,990,1,62,Java,101,949,155,936,0
